family,Category,rating,id,weights,styles,connotations,character,available_fonts
Noto Serif Bengali,serif,282,noto-serif-bengali,"100,200,300,400,500,600,700,800,900",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,NotoSerifBengali
Ruda,sans-serif,283,ruda,"400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,Ruda
Parisienne,handwriting,284,parisienne,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Parisienne-Regular
Noto Serif SC,serif,285,noto-serif-sc,"200,300,400,500,600,700,900",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,NotoSerifSC
Kosugi Maru,sans-serif,286,kosugi-maru,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,KosugiMaru-Regular
Rubik Mono One,sans-serif,287,rubik-mono-one,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,RubikMonoOne-Regular
Hammersmith One,sans-serif,288,hammersmith-one,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,HammersmithOne-Regular
Saira Semi Condensed,sans-serif,289,saira-semi-condensed,"100,200,300,400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"SairaSemiCondensed-Black,SairaSemiCondensed-Medium,SairaSemiCondensed-Bold,SairaSemiCondensed-Thin,SairaSemiCondensed-Regular,SairaSemiCondensed-ExtraBold,SairaSemiCondensed-ExtraLight,SairaSemiCondensed-SemiBold,SairaSemiCondensed-Light"
Roboto Serif,serif,290,roboto-serif,"100,200,300,400,500,600,700,800,900","['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"RobotoSerif-ItalicGRAD,RobotoSerifGRAD"
Libre Caslon Text,serif,291,libre-caslon-text,"400,700","['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"LibreCaslonText,LibreCaslonText-Italic"
Mada,sans-serif,292,mada,"200,300,400,500,600,700,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Mada-Regular,Mada-ExtraLight,Mada-Black,Mada-SemiBold,Mada-Medium,Mada-Bold,Mada-Light"
Audiowide,display,293,audiowide,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Audiowide-Regular
Niramit,sans-serif,294,niramit,"200,300,400,500,600,700","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Niramit-Medium,Niramit-Bold,Niramit-LightItalic,Niramit-SemiBold,Niramit-ExtraLight,Niramit-Light,Niramit-BoldItalic,Niramit-MediumItalic,Niramit-Regular,Niramit-ExtraLightItalic,Niramit-Italic,Niramit-SemiBoldItalic"
Red Hat Text,sans-serif,295,red-hat-text,"300,400,500,600,700","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"RedHatText,RedHatText-Italic"
Literata,serif,296,literata,"200,300,400,500,600,700,800,900","['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"Literata-Italic,Literata"
Istok Web,sans-serif,297,istok-web,"400,700","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"IstokWeb-Italic,IstokWeb-BoldItalic,IstokWeb-Bold,IstokWeb-Regular"
Quantico,sans-serif,298,quantico,"400,700","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Quantico-Bold,Quantico-BoldItalic,Quantico-Regular,Quantico-Italic"
Fira Mono,monospace,299,fira-mono,"400,500,700",['normal'],"technical, precise, retro, futuristic, minimal, structured",character5,"FiraMono-Medium,FiraMono-Regular,FiraMono-Bold"
Allerta Stencil,sans-serif,300,allerta-stencil,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,AllertaStencil-Regular
Blinker,sans-serif,301,blinker,"100,200,300,400,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Blinker-SemiBold,Blinker-Black,Blinker-Regular,Blinker-Light,Blinker-Bold,Blinker-ExtraBold,Blinker-Thin,Blinker-ExtraLight"
Oleo Script,display,302,oleo-script,"400,700",['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,"OleoScript-Bold,OleoScriptSwashCaps-Bold,OleoScript-Regular,OleoScriptSwashCaps-Regular"
Playball,display,303,playball,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Playball-Regular
Monda,sans-serif,304,monda,"400,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Monda-Regular,Monda-Bold"
Sriracha,handwriting,305,sriracha,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Sriracha-Regular
Homemade Apple,handwriting,306,homemade-apple,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,HomemadeApple-Regular
Alex Brush,handwriting,307,alex-brush,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,AlexBrush-Regular
Readex Pro,sans-serif,308,readex-pro,"200,300,400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,ReadexProHEXP
Sigmar One,display,309,sigmar-one,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,SigmarOne-Regular
Khula,sans-serif,310,khula,"300,400,600,700,800",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Khula-SemiBold,Khula-Bold,Khula-Light,Khula-ExtraBold,Khula-Regular"
Bad Script,handwriting,311,bad-script,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,BadScript-Regular
Nanum Pen Script,handwriting,312,nanum-pen-script,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,NanumPenScript-Regular
League Spartan,sans-serif,313,league-spartan,"100,200,300,400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,LeagueSpartan
Cinzel Decorative,display,314,cinzel-decorative,"400,700,900",['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,"CinzelDecorative-Black,CinzelDecorative-Bold,CinzelDecorative-Regular"
Unica One,display,315,unica-one,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,UnicaOne-Regular
Cabin Condensed,sans-serif,316,cabin-condensed,"400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"CabinCondensed-Bold,CabinCondensed-SemiBold,CabinCondensed-Medium,CabinCondensed-Regular"
Voltaire,sans-serif,317,voltaire,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,Voltaire-Regular
Adamina,serif,318,adamina,400,['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,Adamina-Regular
Monoton,display,319,monoton,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Monoton-Regular
Economica,sans-serif,320,economica,"400,700","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Economica-BoldItalic,Economica-Bold,Economica-Regular,Economica-Italic"
BenchNine,sans-serif,321,benchnine,"300,400,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"BenchNine-Regular,BenchNine-Bold,BenchNine-Light"
Baskervville,serif,322,baskervville,400,"['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"Baskervville-Regular,Baskervville-Italic"
Rock Salt,handwriting,323,rock-salt,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,RockSalt-Regular
Courier Prime,monospace,324,courier-prime,"400,700","['italic', 'normal']","technical, precise, retro, futuristic, minimal, structured",character5,"CourierPrime-BoldItalic,CourierPrime-Bold,CourierPrime-Italic,CourierPrime-Regular"
Bungee,display,325,bungee,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,"BungeeHairline-Regular,BungeeOutline-Regular,BungeeColor-Regular,Bungee-Regular,BungeeInline-Regular,BungeeShade-Regular,BungeeSpice-Regular"
Ramabhadra,sans-serif,326,ramabhadra,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,Ramabhadra-Regular
Castoro,serif,327,castoro,400,"['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"Castoro-Italic,Castoro-Regular"
Epilogue,sans-serif,328,epilogue,"100,200,300,400,500,600,700,800,900","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Epilogue,Epilogue-Italic"
Pragati Narrow,sans-serif,329,pragati-narrow,"400,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"PragatiNarrow-Bold,PragatiNarrow-Regular"
Antonio,sans-serif,330,antonio,"100,200,300,400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,Antonio
Lusitana,serif,331,lusitana,"400,700",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"Lusitana-Regular,Lusitana-Bold"
Lalezar,display,332,lalezar,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Lalezar-Regular
Damion,handwriting,333,damion,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Damion-Regular
Yatra One,display,334,yatra-one,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,YatraOne-Regular
Six Caps,sans-serif,335,six-caps,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,SixCaps
Jura,sans-serif,336,jura,"300,400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,Jura
Sorts Mill Goudy,serif,337,sorts-mill-goudy,400,"['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"SortsMillGoudy-Regular,SortsMillGoudy-Italic"
DM Mono,monospace,338,dm-mono,"300,400,500","['italic', 'normal']","technical, precise, retro, futuristic, minimal, structured",character5,"DMMono-Light,DMMono-MediumItalic,DMMono-Medium,DMMono-Regular,DMMono-LightItalic,DMMono-Italic"
Sarala,sans-serif,339,sarala,"400,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Sarala-Regular,Sarala-Bold"
Julius Sans One,sans-serif,340,julius-sans-one,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,JuliusSansOne-Regular
JetBrains Mono,monospace,341,jetbrains-mono,"100,200,300,400,500,600,700,800","['italic', 'normal']","technical, precise, retro, futuristic, minimal, structured",character5,"JetBrainsMono-Italic,JetBrainsMono"
Kumbh Sans,sans-serif,342,kumbh-sans,"100,200,300,400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,KumbhSansYOPQ
Electrolize,sans-serif,343,electrolize,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,Electrolize-Regular
Varela,sans-serif,344,varela,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Varela-Regular,VarelaRound-Regular"
Krub,sans-serif,345,krub,"200,300,400,500,600,700","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Krub-Medium,Krub-Regular,Krub-SemiBold,Krub-SemiBoldItalic,Krub-Light,Krub-ExtraLight,Krub-BoldItalic,Krub-MediumItalic,Krub-ExtraLightItalic,Krub-LightItalic,Krub-Italic,Krub-Bold"
Black Han Sans,sans-serif,346,black-han-sans,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,BlackHanSans-Regular
Pontano Sans,sans-serif,347,pontano-sans,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,PontanoSans
Noto Naskh Arabic,serif,348,noto-naskh-arabic,"400,500,600,700",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"NotoNaskhArabicUI,NotoNaskhArabic"
Rufina,serif,349,rufina,"400,700",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"Rufina-Bold,Rufina-Regular"
Share Tech Mono,monospace,350,share-tech-mono,400,['normal'],"technical, precise, retro, futuristic, minimal, structured",character5,ShareTechMono-Regular
Nothing You Could Do,handwriting,351,nothing-you-could-do,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,NothingYouCouldDo
Palanquin,sans-serif,352,palanquin,"100,200,300,400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"PalanquinDark-Medium,Palanquin-Regular,PalanquinDark-Regular,PalanquinDark-Bold,Palanquin-Thin,Palanquin-ExtraLight,Palanquin-Bold,Palanquin-Light,Palanquin-SemiBold,Palanquin-Medium,PalanquinDark-SemiBold"
Athiti,sans-serif,353,athiti,"200,300,400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Athiti-Bold,Athiti-Medium,Athiti-Regular,Athiti-ExtraLight,Athiti-Light,Athiti-SemiBold"
Karma,serif,354,karma,"300,400,500,600,700",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"Karma-Light,Karma-Medium,Karma-SemiBold,Karma-Bold,Karma-Regular"
Sintony,sans-serif,355,sintony,"400,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Sintony-Regular,Sintony-Bold"
Alef,sans-serif,356,alef,"400,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Alef-Bold,Alef-Regular"
Martel Sans,sans-serif,357,martel-sans,"200,300,400,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"MartelSans-Black,MartelSans-ExtraBold,MartelSans-Bold,MartelSans-Regular,MartelSans-Light,MartelSans-SemiBold,MartelSans-ExtraLight"
Calistoga,display,358,calistoga,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Calistoga-Regular
Black Ops One,display,359,black-ops-one,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,BlackOpsOne-Regular
Pinyon Script,handwriting,360,pinyon-script,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,PinyonScript-Regular
