family,Category,rating,id,weights,styles,connotations,character,available_fonts,fam_lower,year,description,keywords,designer
Piazzolla,serif,896,piazzolla,"100,200,300,400,500,600,700,800,900","['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"Piazzolla,Piazzolla-Italic",piazzolla,2018.0,"
Piazzolla is a type system intended for optimizing the available space in press media and other publications. It has a compact appearance which allows for small font sizes and tight leading while achieving solid lines and robust paragraphs.
It has a distinctive voice that conveys a personal style, especially in display sizes. It has great performance and readability in small point sizes and long texts, both for screen and printing.

Designed by Juan Pablo del Peral for Huerta Tipográfica.
To contribute see github.com/huertatipografica/piazzolla.
","{'special', 'personal', 'available'}","['Juan Pablo del Peral', 'Huerta Tipográfica']"
Wire One,sans-serif,897,wire-one,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,WireOne-Regular,wireone,2011.0,"
    Wire One is a condensed monoline sans brought to you by Alexei Vanyashin and Gayaneh Bagdasaryan from Cyreal Type Foundry.


    Its modular-based characters are flavored with a sense of art nouveau. Nearly hairline thickness suggests usage for
    body text above 12px. While at display sizes it reveals its tiny dot terminals to create a sharp mood in headlines.


    It is recommended to adjust letter-spacing for sizes below 30px to 0.033em and up. For 12 px we recommend the value
    of 0.085em.

To contribute, see github.com/cyrealtype/Wire-One.",set(),['Cyreal']
Cantora One,sans-serif,898,cantora-one,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,CantoraOne-Regular,cantoraone,2012.0,"Cantora ('Singer' in Spanish) is a friendly semi formal, semi condensed,
semi sans serif. It has reminiscences of hand lettering, mixing straight and
bowed stems, and natural curves.
It was born as an experiment in drawing from the outside to the inside
(drawing the space surrounding the letters first, instead of drawing the
letters themselves) in trying to apply the ideas and methods of Michael Harvey
and Evert Bloemsma to my own glyphs construction.
In 0ctober 2022 naming inconcistencies between the font file and the API were fixed, users maybe cautious with using this update as the font name now aligns with the family name displayed by the API: Cantora One (instead of CantoraOne).
Although Cantora is a sans, the lowercase letters have serif proportions.
It's perfect for headlines (H1, H2, H3) in sizes larger than 20px.","{'formal', 'natural', 'larger'}",['Impallari Type']
ZCOOL KuaiLe,sans-serif,899,zcool-kuaile,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,ZCOOLKuaiLe-Regular,zcoolkuaile,2018.0,"
ZCool Kuaile was created by a team of font design trainees under the leadership of typographer Liu Bingke.
First, Liu created the character shape framework and design standards;
then, a group of over 100 typography apprentices participated in building out the character set.
Finally, Liu and other designers from his workshop, including Yang Kang and Wu Shaojie, edited and adjusted the characters to unify the design.

",set(),"['Liu Bingke', 'Yang Kang', 'Wu Shaojie']"
Anek Telugu,sans-serif,900,anek-telugu,"100,200,300,400,500,600,700,800",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,AnekTelugu,anektelugu,2021.0," Anek, as the meaning of the word suggests, is an exercise in multiplicity — multiple scripts designed in multiple
    weights and widths by multiple designers. A well-informed, conscientious and refreshing interpretation of India’s
    letter traditions, this family offers a versatile system that can meet the demands of a wide range of applications.

 Its expansive design space allows Anek to don multiple personalities. At its most condensed, capsular forms keep
    structures compact for that graphic texture. On the wide end of the spectrum, the extra legroom lets each letter
    yawn and stretch into their message. But it is in the boldest weights that Anek comes alive. Sharp terminals and
    tapered joineries sparkle amidst regimented forms, making this ideal for setting titillating headlines or that
    magnetic word-mark.
 Anek comes in ten scripts: Bangla, Devanagari, Kannada, Latin, Gujarati, Gurmukhi,
    Malayalam, Odia, Tamil and Telugu. The shared aesthetics of this type-family are drawn from a collaboratively
    decided pool of visual features. At the same time, each script amalgamates influences from its own typographic
    culture as well as the perspectives of individual designers. 
 This project is designed, engineered and maintained by Ek Type; a collective of type designers based in Mumbai
    focused on designing contemporary Indian typefaces. Contributors of this project are: Maithili Shingre (Anek
    Malayalam, Anek Kannada), Yesha Goshar (Anek Latin, Anek Odia), Kailash Malviya (Anek Devanagari), Aadarsh Rajan
    (Anek Tamil), Sulekha Rajkumar (Anek Bangla), Vaishnavi Murthy (Anek Kannada), Omkar Bhoir (Anek Telugu), Mrunmayee
    Ghaisas (Anek Gujarati), Mahesh Sahu (Anek Odia), and Sarang Kulkarni (Anek Gurmukhi). Project management and design
    assistance by Noopur Datye, and Font engineering and design assistance by Girish Dalvi.
 To contribute, see github.com/EkType/Anek","{'aesthetic', 'visual', 'personal', 'individual', 'typographic', 'expansive', 'contemporary', 'graphic'}",['Ek Type']
Strait,sans-serif,901,strait,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,Strait-Regular,strait,2012.0,"When the space available is small, Strait becomes very useful. A great
quality condensed typeface that is suitable for both display and text usage,
and with excellent reading performance at 12 point size.
The February 2023 update features a bigger glyphset, fractions and some minor aesthetic modifications.
To contribute, see github.com/etunni/Strait.
","{'aesthetic', 'useful', 'bigger', 'available', 'suitable'}",['Eduardo Tunni']
Red Hat Mono,monospace,902,red-hat-mono,"300,400,500,600,700","['italic', 'normal']","technical, precise, retro, futuristic, minimal, structured",character5,"RedHatMono-Italic,RedHatMono",redhatmono,2021.0,"
Red Hat is a family of typefaces produced in 2 optical sizes and this monospace style, each with a range of weights and with italics.
The fonts were originally commissioned by Paula Scher at Pentagram, and designed by Jeremy Mickel at MCKL for a new Red Hat brand identity.


The Red Hat typefaces are a fresh take on the geometric sans genre, taking inspiration from a range of American sans serifs including Tempo and Highway Gothic.
The Display styles are low contrast and spaced tightly, with a large x-height and open counters.
The Text styles have a slightly smaller x-height and narrower width for better legibility, are spaced more generously, and have thinned joins for better performance at small sizes.
The two families can be used together seamlessly at a range of sizes.


To contribute, see github.com/RedHatOfficial/RedHatFont

","{'smaller', 'generous', 'original', 'optical'}",['MCKL']
Farsan,display,903,farsan,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Farsan-Regular,farsan,2014.0,"
Farsan is a single-weight typeface that supports the Gujarati and Latin scripts.


The Farsan project is led by Pooja Saxena, a type designer based in Bangalore, India. 
To contribute, see github.com/anexasajoop/farsan
",{'single'},['Pooja Saxena']
Sulphur Point,sans-serif,904,sulphur-point,"300,400,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"SulphurPoint-Bold,SulphurPoint-Light,SulphurPoint-Regular",sulphurpoint,2019.0,"
Sulphur Point is a geometric sans serif typeface, with low contrast stems, high x-height, restrained ascenders and descenders and minimal optical adjustments away from pure geometric form. Sulphur Point is intended for both display and copy use.


The typeface is the result of an exploration of theories of the political production of space as manifested in the port and recreational marine facilities of Sulphur Point in Tauranga, New Zealand.


The Sulphur Point project is led by Dale Sattler, a type designer based in New Zealand. 
To contribute, see github.com/noponies/sulphur-point
",{'optical'},['Dale Sattler']
Comforter Brush,handwriting,905,comforter-brush,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,ComforterBrush-Regular,comforterbrush,2015.0,"
Comforter Brush is the ""brushy"" companion of Comforter, a bouncy, upright brush style script a contemporary, and non- traditional script font.


It comes with Latin Character sets including Western, Central, and Vietnamese language support.


To contribute, see github.com/googlefonts/comforter-brush.

","{'upright', 'contemporary', 'traditional'}",['Robert Leuschke']
Unkempt,display,906,unkempt,"400,700",['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,"Unkempt-Bold,Unkempt-Regular",unkempt,2010.0,"
Unkempt is lacking in order and neatness, and began with hand-lettering. 
This off-kilter gem is definitely different than a traditional regimented typeface. 

","{'different', 'traditional'}",['Sideshow']
Londrina Outline,display,907,londrina-outline,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,LondrinaOutline-Regular,londrinaoutline,2011.0,"
The Londrina super family is composed of 4 family styles: 
Londrina Solid, 
Londrina Shadow, 
Londrina Outline, 
and Londrina Sketch. 
You can combine the main style, Solid, with the others to create different effects. 
The origins of the Londrina typeface project is in the streets of Sao Paulo, Brazil: 
Urban confusion. 
Initially I designed the ""New Folk"" for use in a poster, with only uppercase letters. 
I saw at the start some potential for a typeface that could recall the feelings of the writing used day-to-day in my city's informal communication, and developed it into a typeface family with lowercases too. 
This is the Londrina Outline member of the Londrina family.


To contribute to the project contact Marcelo Magalhães

","{'different', 'informal', 'formal'}",['Marcelo Magalhães']
